,SNo,Date,StartupName,IndustryVertical,SubVertical,City,InvestorsName,InvestmentType,AmountInUSD,Remarks,year,month,yearmonth,CleanedInvestmentType,CleanedAmount
1816,1847,09/3/2016,MyGubbi,Real Estate,Interior Design & Home D\\xc3\\xa9cor Solutions,Bangalore,"Vipul Parekh, ajesh K Murthy,",Seed Funding,"2,500,000",nan,2016,3,201603,Other,2500000.0
1817,1848,09/3/2016,Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Inc,Seed Funding,"1,000,000",nan,2016,3,201603,Other,1000000.0
1818,1849,09/3/2016,Cloudacar,Consumer Internet,Carpooling Mobile App,Pune,"Amit Choudhary, Anuj Puri",Seed Funding,nan,nan,2016,3,201603,Other,
1819,1850,09/3/2016,Justride,Consumer Internet,Self Drive Car Rental,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,"400,000",nan,2016,3,201603,Other,400000.0
1820,1851,09/3/2016,Yana,Consumer Internet,Personal AI Transaction Engine App,Gurgaon,"Puneet Gupta,",Seed Funding,nan,nan,2016,3,201603,Other,
1821,1852,10/3/2016,Big Fish Ventures,Food & Beverage,premium dining lounges Chain,New Delhi,Undisclosed investors,Private Equity,"11,100,000",nan,2016,3,201603,Other,11100000.0
1822,1853,10/3/2016,Stylflip,E-Commerce,Pre-Owned Fashion marketplace mobile app,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed Funding,nan,nan,2016,3,201603,Other,
1823,1854,10/3/2016,Icertis,Technology,Contract Management Software Solutions platform,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,"15,000,000",nan,2016,3,201603,Other,15000000.0
1824,1855,10/3/2016,Supplified,E-Commerce,Construction material eTailer,New Delhi,Mohit Goel,Seed Funding,"1,000,000",nan,2016,3,201603,Other,1000000.0
1825,1856,11/3/2016,JollyFoodFellow,Technology,Food Related Marketing & Branding platform,Ahmedabad,Janak Parikh,Seed Funding,nan,nan,2016,3,201603,Other,
1826,1857,14/3/2016,PinkBlue,E-Commerce,Medical Supplies eTailer,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,"223,608",nan,2016,3,201603,Other,223608.0
1827,1858,14/3/2016,TruckingCube,Logistics,"Domestic, Commercial, and Industrial Goods Movers",New Delhi,Agarwal Movers Group,Private Equity,"14,900,000",nan,2016,3,201603,Other,14900000.0
1828,1859,14/3/2016,eSwasthya,Consumer Internet,Online Medicine Delivery Aggregator,Ahmedabad,Hemang Sahani,Seed Funding,nan,nan,2016,3,201603,Other,
1829,1860,15/3/2016,FlipClass,Consumer Internet,Tutor Search Platform,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,"1,000,000",nan,2016,3,201603,Other,1000000.0
1830,1861,15/3/2016,Proximit,Technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed Funding,"150,000",nan,2016,3,201603,Other,150000.0
1831,1862,15/3/2016,WithMe,Consumer Internet,Personalized Fashion App,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,"250,000",nan,2016,3,201603,Other,250000.0
1832,1863,16/3/2016,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,"180,000",nan,2016,3,201603,Other,180000.0
1833,1864,16/3/2016,Avagmah,Consumer Internet,Online Education Portal,Bangalore,"Kris Gopalakrishnan, Atul Nishar",Seed Funding,nan,nan,2016,3,201603,Other,
1834,1865,16/3/2016,WorkIndia,Consumer Internet,Online Job Board,Mumbai,Beenext,Seed Funding,nan,nan,2016,3,201603,Other,
1835,1866,16/3/2016,Wealthy,Consumer Internet,Online Investment management portal,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,"250,000",nan,2016,3,201603,Other,250000.0
1836,1867,17/3/2016,Pramati,Healthcare,Specialized Patient Care platform,Noida,Undisclosed investors,Seed Funding,"200,000",nan,2016,3,201603,Other,200000.0
1837,1868,17/3/2016,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,Swastika Company Ltd,Seed Funding,"230,000",nan,2016,3,201603,Other,230000.0
1838,1869,17/3/2016,HealthEnablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Undisclosed investors,Seed Funding,"800,000",nan,2016,3,201603,Other,800000.0
1839,1870,17/3/2016,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,"108,000",nan,2016,3,201603,Other,108000.0
1840,1871,18/3/2016,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,"1,500,000",nan,2016,3,201603,Other,1500000.0
1841,1872,19/3/2016,goSporto,Consumer Internet,Online Sports discovery and booking platform,New Delhi,Naveen Gupta,Seed Funding,"30,000",nan,2016,3,201603,Other,30000.0
1842,1873,21/3/2016,OneClickWash,Consumer Internet,Online Laundry & Washing service Booking & Delivery,Gurgaon,Unitus Seed Fund,Seed Funding,nan,nan,2016,3,201603,Other,
1843,1874,21/3/2016,Girnar Software,Consumer Internet,Online News Media Network,Jaipur,Google Capital,Private Equity,nan,nan,2016,3,201603,Other,
1844,1875,21/3/2016,Room On Call,Consumer Internet,Budget hotel aggregator,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,"2,000,000",nan,2016,3,201603,Other,2000000.0
1845,1876,22/3/2016,Byju\\xe2\\x80\\x99s,Consumer Internet,Educational Video Content Creator,Bangalore,"Sequoia India, Sofina",Private Equity,"75,000,000",nan,2016,3,201603,Other,75000000.0
1846,1877,22/3/2016,BigBasket,E-Commerce,Online Grocery Shop,Bangalore,Abraaj Group,Private Equity,"150,000,000",nan,2016,3,201603,Other,150000000.0
1847,1878,22/3/2016,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,"600,000",nan,2016,3,201603,Other,600000.0
1848,1879,22/3/2016,Smartron,Technology,Internet of Things Device manufacturer,Bangalore,Sachin Tendulkar,Private Equity,nan,nan,2016,3,201603,Other,
1849,1880,22/3/2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",Seed Funding,nan,nan,2016,3,201603,Other,
1850,1881,22/3/2016,CreditSeva,Consumer Internet,Online Credit management tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding,"360,000",nan,2016,3,201603,Other,360000.0
1851,1882,22/3/2016,CityShor,Consumer Internet,online lifestyle media recommendation portal,Ahmedabad,GAIN,Seed Funding,nan,nan,2016,3,201603,Other,
1852,1883,23/3/2016,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,"100,000",nan,2016,3,201603,Other,100000.0
1853,1884,23/3/2016,SP Robotics,Technology,Robotic Classes for Students,Chennai,"Indian Angel Network,",Seed Funding,"300,000",nan,2016,3,201603,Other,300000.0
1854,1885,23/3/2016,StalkBuyLove,E-Commerce,Fashion eTailer,New Delhi,"500 Startups, Littlerock, Singularity Ventures",Seed Funding,nan,nan,2016,3,201603,Other,
1855,1886,23/3/2016,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,"330,000",nan,2016,3,201603,Other,330000.0
1856,1887,23/3/2016,HashLearn,Consumer Internet,Mobile based private tutoring services,nan,"Bhavish Aggarwal, Binny Bansal, Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",Seed Funding,nan,nan,2016,3,201603,Other,
1857,1888,23/3/2016,Wheelstreet,Consumer Internet,Online Bike Rental platform,Bangalore,Broadbean Capital services,Private Equity,"500,000",nan,2016,3,201603,Other,500000.0
1858,1889,24/3/2016,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,"150,000",nan,2016,3,201603,Other,150000.0
1859,1890,28/3/2016,Schoolkart,E-Commerce,Online Marketplace for Schools,Noida,Undisclosed investors,Seed Funding,"300,000",nan,2016,3,201603,Other,300000.0
1860,1891,29/3/2016,HealthEminds,Consumer Internet,Online mental healthcare,Bangalore,Robin Utthappa,Seed Funding,nan,nan,2016,3,201603,Other,
1861,1892,29/3/2016,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,"300,000",nan,2016,3,201603,Other,300000.0
1862,1893,29/3/2016,Veritas Finance,Finance,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,"4,700,000",nan,2016,3,201603,Other,4700000.0
1863,1894,29/3/2016,QikShip,Consumer Internet,Mobile based Logistics provider,New Delhi,undisclosed investors,Seed Funding,"200,000",nan,2016,3,201603,Other,200000.0
1864,1895,29/3/2016,FixNix,Consumer Internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed Funding,"500,000",nan,2016,3,201603,Other,500000.0
1865,1896,30/3/2016,True Balance,Technology,Mobile Balance Check App,Gurgaon,SoftBank Ventures Korea,Private Equity,nan,nan,2016,3,201603,Other,
1866,1897,30/3/2016,Touchkin,Healthcare,Predictive Healthcare platform,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,"400,000",nan,2016,3,201603,Other,400000.0
1867,1898,31/3/2016,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",Seed Funding,nan,nan,2016,3,201603,Other,
1868,1899,31/3/2016,Transcell,Healthcare,Family Stem Cell Banking Services,Hyderabad,Indian Angel Network,Seed Funding,nan,nan,2016,3,201603,Other,
1869,1902,01/2/2016,Blue Tokai Coffee,E-Commerce,Specialty Coffee Etailer,New Delhi,Snow Leopard Technology Ventures,Seed Funding,nan,nan,2016,2,201602,Other,
1870,1903,02/2/2016,Altizone,Technology,IoT & M2M Solutions,Pune,"Wipro Ventures, Lumis Partners",Private Equity,"4,000,000",nan,2016,2,201602,Other,4000000.0
1871,1904,02/2/2016,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bangalore,"T V Mohandas Pai, Aarin Capital",Seed Funding,nan,nan,2016,2,201602,Other,
1872,1905,02/2/2016,Strike,Consumer Internet,Mobile Email productivity tool,Bangalore,Multiple investors through Ten Minute Million competition,Seed Funding,"22,500",nan,2016,2,201602,Other,22500.0
1873,1906,02/2/2016,MaaxMarket,Consumer Internet,Marketing Automation platform,nan,Multiple investors through Ten Minute Million competition,Seed Funding,"22,500",nan,2016,2,201602,Other,22500.0
1874,1907,02/2/2016,Gamooz,Technology,Augmented Reality Solutions,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding,"22,500",nan,2016,2,201602,Other,22500.0
1875,1908,02/2/2016,SoundSurround,Technology,Audio Technology Solutions,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,"22,500",nan,2016,2,201602,Other,22500.0
1876,1909,03/2/2016,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,"1,000,000",nan,2016,2,201602,Other,1000000.0
1877,1910,03/2/2016,RoadGods,E-Commerce,Auto Spare Parts eTailer,New Delhi,Green House Ventures (GHV),Seed Funding,"100,000",nan,2016,2,201602,Other,100000.0
1878,1911,03/2/2016,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Green House Ventures (GHV),Seed Funding,"100,000",nan,2016,2,201602,Other,100000.0
1879,1912,03/2/2016,Woodpie,Consumer Internet,Book Recommendation Service,Bangalore,Ingram Content Group,Seed Funding,"30,000",nan,2016,2,201602,Other,30000.0
1880,1913,04/02/2016,Perfumery,E-Commerce,Fragrances & Perfume eTailer,New Delhi,Oranda Global & Others,Seed Funding,"30,000",nan,2016,2,201602,Other,30000.0
1881,1914,05/02/2016,Magic Crate,Education,Children Education Platform,Bangalore,"TV Mohandas Pai, Aarin Capital",Seed Funding,nan,nan,2016,2,201602,Other,
1882,1915,05/02/2016,ZenDrive,Technology,Safe Driving Data & Analytics platform,Bangalore / SFO,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,"13,500,000",nan,2016,2,201602,Other,13500000.0
1883,1916,05/02/2016,Smartcooky,E-Commerce,Marketplace for Health Foods,New Delhi,"Vandana Luthra,",Private Equity,nan,nan,2016,2,201602,Other,
1884,1917,05/02/2016,Turtlemint,Consumer Internet,online personalized insurance platform,Mumbai,Nexus Venture Partners,Private Equity,nan,nan,2016,2,201602,Other,
1885,1918,05/02/2016,BHIVE,Real Estate,Workspace Rentals,Bangalore,"Raghunandan G, Venturesity, Arihant Patni",Seed Funding,nan,nan,2016,2,201602,Other,
1886,1919,05/02/2016,Gingercrush,Ecommerce,Personalized Products & Merchandize eTailer,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,"1,000,000",nan,2016,2,201602,Other,1000000.0
1887,1920,05/02/2016,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,Undisclosed investors,Seed Funding,"81,000",nan,2016,2,201602,Other,81000.0
1888,1921,05/02/2016,DawaiLelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Undisclosed investors,Seed Funding,"52,000",nan,2016,2,201602,Other,52000.0
1889,1922,06/02/2016,Heads Up For Tails,Ecommerce,Pet Products eTailer,New Delhi,Undisclosed investors,Seed Funding,"1,000,000",nan,2016,2,201602,Other,1000000.0
1890,1923,06/02/2016,LiveNutriFit,Healthcare,Weight loss & Healthcare Info portal,New Delhi,"Mohit Goel, Vinod Jain & Others",Seed Funding,nan,nan,2016,2,201602,Other,
1891,1924,08/02/2016,Moglix,Ecommerce,Industrial & Home Products Marketplace,New Delhi,Ratan Tata,Private Equity,nan,nan,2016,2,201602,Other,
1892,1925,08/02/2016,iStyleYou,Consumer Internet,Personal Fashion Stylist App,Gurgaon,Green House Ventures (GHV),Seed Funding,"100,000",nan,2016,2,201602,Other,100000.0
1893,1926,08/02/2016,AdUrCup,Consumer Internet,Ad Network,New Delhi,Green House Ventures (GHV),Seed Funding,"100,000",nan,2016,2,201602,Other,100000.0
1894,1927,08/02/2016,Weddingz,Consumer Internet,online marketplace for wedding venues and vendors,Mumbai,Sixth Sense Ventures,Private Equity,nan,nan,2016,2,201602,Other,
1895,1928,08/02/2016,Urban Dhobi,Consumer Internet,On Demand Laundry Services,Jaipur,"Vinod Bansal, Sanjeev Singhal",Seed Funding,nan,nan,2016,2,201602,Other,
1896,1929,08/02/2016,Gray Routes,Consumer Internet,Last mile logistics solutions,Mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",Seed Funding,nan,nan,2016,2,201602,Other,
1897,1930,08/02/2016,Xpressbees,E-Commerce,ECommerce Logistics solutions,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,"12,500,000",nan,2016,2,201602,Other,12500000.0
1898,1931,08/02/2016,Invictus Oncology,Healthcare,Cancer therapeutic Info & Solutions,New Delhi,Ratan Tata,Private Equity,nan,nan,2016,2,201602,Other,
1899,1932,08/02/2016,Hansel.io,Technology,Mobile App Tech Solutions,Bangalore,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",Seed Funding,nan,nan,2016,2,201602,Other,
1900,1933,09/02/2016,Inc42,Consumer Internet,Startup Focused Media News Portal,New Delhi,"India Ventures, Aarin Capital & Others",Seed Funding,nan,nan,2016,2,201602,Other,
1901,1934,09/02/2016,GOQii,Technology,Personalized fitness coaching & Fitness band,Mumbai,Edelweiss Financial Services,Private Equity,nan,nan,2016,2,201602,Other,
1902,1935,10/02/2016,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed Funding,"200,000",nan,2016,2,201602,Other,200000.0
1903,1936,10/02/2016,GlamStudios,Consumer Internet,Online Salon Aggregator,Noida,Aqeel Ahmed,Seed Funding,nan,nan,2016,2,201602,Other,
1904,1937,10/02/2016,Affimity,Consumer Internet,Social Networking platform,Bangalore,undisclosed investors,Seed Funding,"1,200,000",nan,2016,2,201602,Other,1200000.0
1905,1938,10/02/2016,Anandakanda,Technology,Medicine Intake Reminder System,Pune,undisclosed investors,Seed Funding,"150,000",nan,2016,2,201602,Other,150000.0
1906,1939,10/02/2016,JoulestoWatts,Technology,IT services & Talent collaboration services startup,Bangalore,Manipal Global Education Services,Seed Funding,nan,nan,2016,2,201602,Other,
1907,1940,10/02/2016,Shopkirana,Consumer Internet,Retailer Supply Chain platform,Indore,"Atul Jain, Anil Gelra, Jaikumar Nair",Seed Funding,nan,nan,2016,2,201602,Other,
1908,1941,10/02/2016,Stylofie,Consumer Internet,Online Beauty Parlour search & discovery Platform,Gurgaon,Jaideep Mehta,Seed Funding,nan,nan,2016,2,201602,Other,
1909,1942,10/02/2016,OyBob,E-Commerce,Hyperlocal Products & Services marketplace,Gurgaon,Sachin Dalal,Seed Funding,nan,nan,2016,2,201602,Other,
1910,1943,12/02/2016,ActOnMagic,Technology,Cloud Analytics and Management Products,Bangalore,Jayabalan Subramanian,Seed Funding,"125,000",nan,2016,2,201602,Other,125000.0
1911,1944,12/02/2016,Bonhomia,Food & Beverage,premium Tea and Coffee,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,"1,000,000",nan,2016,2,201602,Other,1000000.0
1912,1945,12/02/2016,iGrenEnergi,Technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed Funding,"1,000,000",nan,2016,2,201602,Other,1000000.0
1913,1946,12/02/2016,RKSV,Consumer Internet,Online Stock Trading Platform,Mumbai,Kalaari Capital,Private Equity,"4,000,000",nan,2016,2,201602,Other,4000000.0
1914,1947,15/02/2016,Aasaanjobs,Consumer Internet,Online Recruitment Marketplace,Mumbai,"Aspada Advisors, IDG Ventures, Inventus Capital",Private Equity,"5,000,000",nan,2016,2,201602,Other,5000000.0
1915,1948,15/02/2016,Snapdeal,E-Commerce,Horizontal Online Marketplace,New Delhi,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,Private Equity,"200,000,000",nan,2016,2,201602,Other,200000000.0
1916,1949,15/02/2016,Jugnoo,Consumer Internet,Transportation & On-demand delivery aggregator,Chandigarh,Saumya Tandon,Private Equity,nan,nan,2016,2,201602,Other,
1917,1950,15/02/2016,Snapbizz,Technology,Connectivity platform for local grocery stores,Bangalore,Ratan Tata,Private Equity,nan,nan,2016,2,201602,Other,
1918,1951,15/02/2016,GoYaNo,Consumer Internet,Events & Restaurant Discovery Marketplace App,Gurgaon,Mukesh Kumar Gupta,Seed Funding,"50,000",nan,2016,2,201602,Other,50000.0
1919,1952,15/02/2016,RentSher,Consumer Internet,Online Household Product Rental platform,Bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed Funding,"300,000",nan,2016,2,201602,Other,300000.0
1920,1953,15/02/2016,Buddy,Finance,Micro Lending Platform for eCommerce purchases,Bangalore,"Blume Ventures, Tracxn Labs",Seed Funding,"500,000",nan,2016,2,201602,Other,500000.0
1921,1954,15/02/2016,Legistify,Consumer Internet,Online Legal services platform,New Delhi,Ranjit Singh,Seed Funding,nan,nan,2016,2,201602,Other,
1922,1955,16/02/2016,TableHero,Consumer Internet,Dynamic Restaurant Website creator,Bangalore,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Funding,"1,000,000",nan,2016,2,201602,Other,1000000.0
1923,1956,16/02/2016,BetterPlace,Technology,Data analytics based Verification services Platform,Bangalore,Unitus Seed Fund,Seed Funding,"970,000",nan,2016,2,201602,Other,970000.0
1924,1957,16/02/2016,Salebhai,E-Commerce,"Sweets, Eatables, Handicrafts Online Marketplace",Ahmedabad,"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",Seed Funding,nan,nan,2016,2,201602,Other,
1925,1958,16/02/2016,icustommadeit,E-Commerce,Professional Custom creators Marketplace,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,"4,000,000",nan,2016,2,201602,Other,4000000.0
